city,country,continent,lon,lat,Change_Factor_DSI,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Inongo,Democratic Republic of the Congo,Africa,18,-1.682234826,0,Am,"Tropical, monsoon",40113,Small (<50k)
Gisenyi,Rwanda,Africa,29.25,-1.682234826,0,Aw,"Tropical, savannah",83623,Medium (50k-500k)
Byumba,Rwanda,Africa,30.375,-1.682234826,0,Aw,"Tropical, savannah",70593,Medium (50k-500k)
Musoma,United Republic of Tanzania,Africa,33.75,-1.682234826,0,Aw,"Tropical, savannah",133156,Medium (50k-500k)
Konza,Kenya,Africa,37.125,-1.682234826,0,Aw,"Tropical, savannah",2004,Small (<50k)
Sungaipenuh,Indonesia,Asia,101.25,-1.682234826,0,Cfb,"Temperate, no dry season, warm summer",95913,Medium (50k-500k)
Jambi,Indonesia,Asia,103.5,-1.682234826,0,Af,"Tropical, rainforest",457090,Medium (50k-500k)
Babahoyo,Ecuador,South America,-79.875,-1.682234826,0,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Riobamba,Ecuador,South America,-78.75,-1.682234826,0,Cfb,"Temperate, no dry season, warm summer",172464,Medium (50k-500k)
Puyo,Ecuador,South America,-77.625,-1.682234826,0,Af,"Tropical, rainforest",24881,Small (<50k)
Oriximiná,Brazil,South America,-56.25,-1.682234826,0,Am,"Tropical, monsoon",35581,Small (<50k)
Alenquer,Brazil,South America,-55.125,-1.682234826,0,Am,"Tropical, monsoon",26290,Small (<50k)
Belém,Brazil,South America,-48.375,-1.682234826,0,Af,"Tropical, rainforest",2167000,Very Large (>1M)
Capitão Poço,Brazil,South America,-47.25,-1.682234826,0,Am,"Tropical, monsoon",32704,Small (<50k)
Mouila,Gabon,Africa,11.25,-1.682234826,0,Am,"Tropical, monsoon",28000,Small (<50k)
Franceville,Gabon,Africa,13.5,-1.682234826,0,Aw,"Tropical, savannah",42967,Small (<50k)
Gamboma,Republic of the Congo,Africa,15.75,-1.682234826,0,Aw,"Tropical, savannah",20877,Small (<50k)
Inongo,Democratic Republic of the Congo,Africa,18,-1.682234826,0,Am,"Tropical, monsoon",40113,Small (<50k)
Gisenyi,Rwanda,Africa,29.25,-1.682234826,0,Aw,"Tropical, savannah",83623,Medium (50k-500k)
Byumba,Rwanda,Africa,30.375,-1.682234826,0,Aw,"Tropical, savannah",70593,Medium (50k-500k)
Musoma,United Republic of Tanzania,Africa,33.75,-1.682234826,0,Aw,"Tropical, savannah",133156,Medium (50k-500k)
Konza,Kenya,Africa,37.125,-1.682234826,0,Aw,"Tropical, savannah",2004,Small (<50k)
Sungaipenuh,Indonesia,Asia,101.25,-1.682234826,0,Cfb,"Temperate, no dry season, warm summer",95913,Medium (50k-500k)
Jambi,Indonesia,Asia,103.5,-1.682234826,0,Af,"Tropical, rainforest",457090,Medium (50k-500k)
Babahoyo,Ecuador,South America,-79.875,-1.682234826,0,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Riobamba,Ecuador,South America,-78.75,-1.682234826,0,Cfb,"Temperate, no dry season, warm summer",172464,Medium (50k-500k)
Puyo,Ecuador,South America,-77.625,-1.682234826,0,Af,"Tropical, rainforest",24881,Small (<50k)
Oriximiná,Brazil,South America,-56.25,-1.682234826,0,Am,"Tropical, monsoon",35581,Small (<50k)
Alenquer,Brazil,South America,-55.125,-1.682234826,0,Am,"Tropical, monsoon",26290,Small (<50k)
Belém,Brazil,South America,-48.375,-1.682234826,0,Af,"Tropical, rainforest",2167000,Very Large (>1M)
Capitão Poço,Brazil,South America,-47.25,-1.682234826,0,Am,"Tropical, monsoon",32704,Small (<50k)
Koulamoutou,Gabon,Africa,12.5,-1.413612565,1.022297743,Aw,"Tropical, savannah",16222,Small (<50k)
Franceville,Gabon,Africa,13.75,-1.413612565,1.131197379,Am,"Tropical, monsoon",42967,Small (<50k)
Kabale,Uganda,Africa,30,-1.413612565,1.23460619,Aw,"Tropical, savannah",44600,Small (<50k)
Machakos,Kenya,Africa,37.5,-1.413612565,1.464059014,Aw,"Tropical, savannah",144925,Medium (50k-500k)
Jambi,Indonesia,Asia,103.75,-1.413612565,0.681311536,Af,"Tropical, rainforest",457090,Medium (50k-500k)
Ambato,Ecuador,South America,-78.75,-1.413612565,1.036896138,ET,"Polar, tundra",281425,Medium (50k-500k)
Capanema,Brazil,South America,-47.5,-1.413612565,0.684197306,Am,"Tropical, monsoon",47766,Small (<50k)
Viseu,Brazil,South America,-46.25,-1.413612565,0.728896295,Aw,"Tropical, savannah",18958,Small (<50k)
Omboué,Gabon,Africa,9.375,-1.40259267,0,Aw,"Tropical, savannah",1667,Small (<50k)
Koulamoutou,Gabon,Africa,12.1875,-1.40259267,0,Aw,"Tropical, savannah",16222,Small (<50k)
Moanda,Gabon,Africa,13.125,-1.40259267,0,Aw,"Tropical, savannah",30151,Small (<50k)
Ikela,Democratic Republic of the Congo,Africa,23.4375,-1.40259267,0,Af,"Tropical, rainforest",291,Small (<50k)
Goma,Democratic Republic of the Congo,Africa,29.0625,-1.40259267,0,Af,"Tropical, rainforest",144124,Medium (50k-500k)
Kabale,Uganda,Africa,30,-1.40259267,0,Aw,"Tropical, savannah",44600,Small (<50k)
Bukoba,United Republic of Tanzania,Africa,31.875,-1.40259267,0,Am,"Tropical, monsoon",100504,Medium (50k-500k)
Musoma,United Republic of Tanzania,Africa,33.75,-1.40259267,0,Aw,"Tropical, savannah",133156,Medium (50k-500k)
Nairobi,Kenya,Africa,36.5625,-1.40259267,0,Aw,"Tropical, savannah",3010000,Very Large (>1M)
Machakos,Kenya,Africa,37.5,-1.40259267,0,Aw,"Tropical, savannah",144925,Medium (50k-500k)
Jipijapa,Ecuador,South America,-80.625,-1.40259267,0,BSh,"Arid, steppe, hot",35901,Small (<50k)
Babahoyo,Ecuador,South America,-79.6875,-1.40259267,0,Aw,"Tropical, savannah",76279,Medium (50k-500k)
Ambato,Ecuador,South America,-78.75,-1.40259267,0,ET,"Polar, tundra",281425,Medium (50k-500k)
Puyo,Ecuador,South America,-77.8125,-1.40259267,0,Af,"Tropical, rainforest",24881,Small (<50k)
Barcelos,Brazil,South America,-62.8125,-1.40259267,0,Af,"Tropical, rainforest",12584,Small (<50k)
Breves,Brazil,South America,-50.625,-1.40259267,0,Af,"Tropical, rainforest",47164,Small (<50k)
Castanhal,Brazil,South America,-47.8125,-1.40259267,0,Am,"Tropical, monsoon",137406,Medium (50k-500k)
Bragança,Brazil,South America,-46.875,-1.40259267,0,Am,"Tropical, monsoon",57163,Medium (50k-500k)
Viseu,Brazil,South America,-45.9375,-1.40259267,0,Aw,"Tropical, savannah",18958,Small (<50k)
Nairobi,Kenya,Africa,36.5625,-1.395306911,1.521925727,Aw,"Tropical, savannah",3010000,Very Large (>1M)
Ambato,Ecuador,South America,-78.75,-1.395306911,1.133210763,ET,"Polar, tundra",281425,Medium (50k-500k)
Breves,Brazil,South America,-50.625,-1.395306911,0.961104628,Af,"Tropical, rainforest",47164,Small (<50k)
Castanhal,Brazil,South America,-47.8125,-1.395306911,0.919060419,Am,"Tropical, monsoon",137406,Medium (50k-500k)
Koulamoutou,Gabon,Africa,12.5,-1.2676057,0,Aw,"Tropical, savannah",16222,Small (<50k)
Ewo,Republic of the Congo,Africa,15,-1.2676057,0,Aw,"Tropical, savannah",10650,Small (<50k)
Kabale,Uganda,Africa,30,-1.2676057,0,Aw,"Tropical, savannah",44600,Small (<50k)
Machakos,Kenya,Africa,37.5,-1.2676057,0,Aw,"Tropical, savannah",144925,Medium (50k-500k)
Palu,Indonesia,Asia,120,-1.2676057,0,Af,"Tropical, rainforest",612445,Large (500k-1M)
Luwuk,Indonesia,Asia,122.5,-1.2676057,0,Am,"Tropical, monsoon",47778,Small (<50k)
Tena,Ecuador,South America,-77.5,-1.2676057,0,Af,"Tropical, rainforest",31126,Small (<50k)
Laranjal do Jari,Brazil,South America,-52.5,-1.2676057,0,Am,"Tropical, monsoon",45000,Small (<50k)
Capanema,Brazil,South America,-47.5,-1.2676057,0,Am,"Tropical, monsoon",47766,Small (<50k)
Omboué,Gabon,Africa,9.375,-1.25,0,Am,"Tropical, monsoon",1667,Small (<50k)
Moanda,Gabon,Africa,13.125,-1.25,0,Aw,"Tropical, savannah",30151,Small (<50k)
Ewo,Republic of the Congo,Africa,15,-1.25,0,Aw,"Tropical, savannah",10650,Small (<50k)
Kabale,Uganda,Africa,30,-1.25,0,Aw,"Tropical, savannah",44600,Small (<50k)
Bukoba,United Republic of Tanzania,Africa,31.875,-1.25,0,Am,"Tropical, monsoon",100504,Medium (50k-500k)
Musoma,United Republic of Tanzania,Africa,33.75,-1.25,0,Aw,"Tropical, savannah",133156,Medium (50k-500k)
Machakos,Kenya,Africa,37.5,-1.25,0,Aw,"Tropical, savannah",144925,Medium (50k-500k)
Palu,Indonesia,Asia,120,-1.25,0,Af,"Tropical, rainforest",612445,Large (500k-1M)
Sorong,Indonesia,Asia,131.25,-1.25,0,Af,"Tropical, rainforest",125535,Medium (50k-500k)
Jipijapa,Ecuador,South America,-80.625,-1.25,0,BSh,"Arid, steppe, hot",35901,Small (<50k)
Ambato,Ecuador,South America,-78.75,-1.25,0,Cfb,"Temperate, no dry season, warm summer",281425,Medium (50k-500k)
Laranjal do Jari,Brazil,South America,-52.5,-1.25,0,Am,"Tropical, monsoon",45000,Small (<50k)
Bragança,Brazil,South America,-46.875,-1.25,0,Am,"Tropical, monsoon",57163,Medium (50k-500k)
Lambaréné,Gabon,Africa,10,-1.012658228,0,Aw,"Tropical, savannah",25310,Small (<50k)
Kabale,Uganda,Africa,30,-1.012658228,0,Aw,"Tropical, savannah",44600,Small (<50k)
Bukoba,United Republic of Tanzania,Africa,32,-1.012658228,0,Am,"Tropical, monsoon",100504,Medium (50k-500k)
Karungu,Kenya,Africa,34,-1.012658228,0,Aw,"Tropical, savannah",2376,Small (<50k)
Mwingi,Kenya,Africa,38,-1.012658228,0,Aw,"Tropical, savannah",11219,Small (<50k)
Palu,Indonesia,Asia,120,-1.012658228,0,Af,"Tropical, rainforest",612445,Large (500k-1M)
Manokwari,Indonesia,Asia,134,-1.012658228,0,Af,"Tropical, rainforest",74504,Medium (50k-500k)
Biak,Indonesia,Asia,136,-1.012658228,0,Af,"Tropical, rainforest",103610,Medium (50k-500k)
Chone,Ecuador,South America,-80,-1.012658228,0,Aw,"Tropical, savannah",44751,Small (<50k)
Tena,Ecuador,South America,-78,-1.012658228,0,Af,"Tropical, rainforest",31126,Small (<50k)
Castanhal,Brazil,South America,-48,-1.012658228,0,Am,"Tropical, monsoon",137406,Medium (50k-500k)
Okandja,Gabon,Africa,13.75,-1,0,Aw,"Tropical, savannah",7155,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.25,-1,0,Af,"Tropical, rainforest",1313,Small (<50k)
Buluko,Democratic Republic of the Congo,Africa,28.75,-1,0,Af,"Tropical, rainforest",1192,Small (<50k)
Karungu,Kenya,Africa,33.75,-1,0,Aw,"Tropical, savannah",2376,Small (<50k)
Naivasha,Kenya,Africa,36.25,-1,0,Aw,"Tropical, savannah",43983,Small (<50k)
Manokwari,Indonesia,Asia,133.75,-1,0,Af,"Tropical, rainforest",74504,Medium (50k-500k)
Puerto Villamil,Ecuador,South America,-91.25,-1,0,Am,"Tropical, monsoon",2200,Small (<50k)
Latacunga,Ecuador,South America,-78.75,-1,0,Cfb,"Temperate, no dry season, warm summer",94972,Medium (50k-500k)
Viseu,Brazil,South America,-46.25,-1,0,Aw,"Tropical, savannah",18958,Small (<50k)
Ewo,Republic of the Congo,Africa,15,-0.932629968,0,Aw,"Tropical, savannah",10650,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.25,-0.932629968,0,Af,"Tropical, rainforest",1313,Small (<50k)
Buluko,Democratic Republic of the Congo,Africa,28.125,-0.932629968,0,Af,"Tropical, rainforest",1192,Small (<50k)
Ntungamo,Uganda,Africa,30,-0.932629968,0,Aw,"Tropical, savannah",16400,Small (<50k)
Bukoba,United Republic of Tanzania,Africa,31.875,-0.932629968,0,Am,"Tropical, monsoon",100504,Medium (50k-500k)
Karungu,Kenya,Africa,33.75,-0.932629968,0,Aw,"Tropical, savannah",2376,Small (<50k)
Embu,Kenya,Africa,37.5,-0.932629968,0,Aw,"Tropical, savannah",58620,Medium (50k-500k)
Palu,Indonesia,Asia,120,-0.932629968,0,Af,"Tropical, rainforest",612445,Large (500k-1M)
Latacunga,Ecuador,South America,-78.75,-0.932629968,0,Cfb,"Temperate, no dry season, warm summer",94972,Medium (50k-500k)
Nuevo Rocafuerte,Peru,South America,-75,-0.932629968,0,Af,"Tropical, rainforest",40,Small (<50k)
Laranjal do Jari,Brazil,South America,-52.5,-0.932629968,0,Am,"Tropical, monsoon",45000,Small (<50k)
Bragança,Brazil,South America,-46.875,-0.932629968,0,Aw,"Tropical, savannah",57163,Medium (50k-500k)
Ewo,Republic of the Congo,Africa,15,-0.932629883,0,Aw,"Tropical, savannah",10650,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.25,-0.932629883,0,Af,"Tropical, rainforest",1313,Small (<50k)
Buluko,Democratic Republic of the Congo,Africa,28.125,-0.932629883,0,Af,"Tropical, rainforest",1192,Small (<50k)
Ntungamo,Uganda,Africa,30,-0.932629883,0,Aw,"Tropical, savannah",16400,Small (<50k)
Bukoba,United Republic of Tanzania,Africa,31.875,-0.932629883,0,Am,"Tropical, monsoon",100504,Medium (50k-500k)
Karungu,Kenya,Africa,33.75,-0.932629883,0,Aw,"Tropical, savannah",2376,Small (<50k)
Embu,Kenya,Africa,37.5,-0.932629883,0,Aw,"Tropical, savannah",58620,Medium (50k-500k)
Palu,Indonesia,Asia,120,-0.932629883,0,Af,"Tropical, rainforest",612445,Large (500k-1M)
Latacunga,Ecuador,South America,-78.75,-0.932629883,0,Cfb,"Temperate, no dry season, warm summer",94972,Medium (50k-500k)
Nuevo Rocafuerte,Peru,South America,-75,-0.932629883,0,Af,"Tropical, rainforest",40,Small (<50k)
Laranjal do Jari,Brazil,South America,-52.5,-0.932629883,0,Am,"Tropical, monsoon",45000,Small (<50k)
Bragança,Brazil,South America,-46.875,-0.932629883,0,Aw,"Tropical, savannah",57163,Medium (50k-500k)
Lambaréné,Gabon,Africa,10,-0.75,0.847687719,Aw,"Tropical, savannah",25310,Small (<50k)
Okandja,Gabon,Africa,14,-0.75,1.064962759,Aw,"Tropical, savannah",7155,Small (<50k)
Owando,Republic of the Congo,Africa,16,-0.75,0.920604429,Aw,"Tropical, savannah",34070,Small (<50k)
Ntungamo,Uganda,Africa,30,-0.75,1.183279206,Am,"Tropical, monsoon",16400,Small (<50k)
Karungu,Kenya,Africa,34,-0.75,0.967309142,Aw,"Tropical, savannah",2376,Small (<50k)
Naivasha,Kenya,Africa,36,-0.75,1.06619316,Cfb,"Temperate, no dry season, warm summer",43983,Small (<50k)
Mwingi,Kenya,Africa,38,-0.75,1.078579094,BSh,"Arid, steppe, hot",11219,Small (<50k)
Palu,Indonesia,Asia,120,-0.75,0.734747095,Af,"Tropical, rainforest",612445,Large (500k-1M)
Chone,Ecuador,South America,-80,-0.75,0.676571355,Aw,"Tropical, savannah",44751,Small (<50k)
Tena,Ecuador,South America,-78,-0.75,0.605549827,Cfb,"Temperate, no dry season, warm summer",31126,Small (<50k)
Lambaréné,Gabon,Africa,9.84375,-0.700383803,1.133570236,Am,"Tropical, monsoon",25310,Small (<50k)
Okandja,Gabon,Africa,14.0625,-0.700383803,1.002920857,Aw,"Tropical, savannah",7155,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.71875,-0.700383803,1.342227976,Af,"Tropical, rainforest",1313,Small (<50k)
Buluko,Democratic Republic of the Congo,Africa,28.125,-0.700383803,1.37766397,Af,"Tropical, rainforest",1192,Small (<50k)
Mbarara,Uganda,Africa,30.9375,-0.700383803,1.267003553,Aw,"Tropical, savannah",83700,Medium (50k-500k)
Sotik,Kenya,Africa,35.15625,-0.700383803,1.175557311,Af,"Tropical, rainforest",71285,Medium (50k-500k)
Naivasha,Kenya,Africa,36.5625,-0.700383803,1.345226874,Cfb,"Temperate, no dry season, warm summer",43983,Small (<50k)
Mwingi,Kenya,Africa,37.96875,-0.700383803,1.244801038,Aw,"Tropical, savannah",11219,Small (<50k)
Garissa,Kenya,Africa,39.375,-0.700383803,1.241543508,BSh,"Arid, steppe, hot",67861,Medium (50k-500k)
Chone,Ecuador,South America,-80.15625,-0.700383803,1.495287608,Aw,"Tropical, savannah",44751,Small (<50k)
Latacunga,Ecuador,South America,-78.75,-0.700383803,1.119004459,Cfb,"Temperate, no dry season, warm summer",94972,Medium (50k-500k)
Lambaréné,Gabon,Africa,10.3125,-0.625,0.891776187,Aw,"Tropical, savannah",25310,Small (<50k)
Okandja,Gabon,Africa,14.0625,-0.625,1.572829161,Aw,"Tropical, savannah",7155,Small (<50k)
Owando,Republic of the Congo,Africa,15.9375,-0.625,1.687172888,Aw,"Tropical, savannah",34070,Small (<50k)
Mbarara,Uganda,Africa,30.9375,-0.625,1.002765604,Aw,"Tropical, savannah",83700,Medium (50k-500k)
Kisii,Kenya,Africa,34.6875,-0.625,0.87069226,Af,"Tropical, rainforest",28547,Small (<50k)
Naivasha,Kenya,Africa,36.5625,-0.625,0.955071969,Cfb,"Temperate, no dry season, warm summer",43983,Small (<50k)
Kismaayo,Somalia,Africa,42.1875,-0.625,0.939363504,BSh,"Arid, steppe, hot",234852,Medium (50k-500k)
Padangpanjang,Indonesia,Asia,100.3125,-0.625,1.432953282,Af,"Tropical, rainforest",44096,Small (<50k)
Samarinda,Indonesia,Asia,117.1875,-0.625,1.331921897,Af,"Tropical, rainforest",592228,Large (500k-1M)
Puerto Villamil,Ecuador,South America,-90.9375,-0.625,1.112534075,Aw,"Tropical, savannah",2200,Small (<50k)
Chone,Ecuador,South America,-79.6875,-0.625,1.020823987,Am,"Tropical, monsoon",44751,Small (<50k)
Tena,Ecuador,South America,-77.8125,-0.625,1.098531914,Af,"Tropical, rainforest",31126,Small (<50k)
Barcelos,Brazil,South America,-62.8125,-0.625,1.017003571,Af,"Tropical, rainforest",12584,Small (<50k)
Lambaréné,Gabon,Africa,10.125,-0.560744943,0,Am,"Tropical, monsoon",25310,Small (<50k)
Okandja,Gabon,Africa,13.5,-0.560744943,0,Aw,"Tropical, savannah",7155,Small (<50k)
Ewo,Republic of the Congo,Africa,14.625,-0.560744943,0,Aw,"Tropical, savannah",10650,Small (<50k)
Owando,Republic of the Congo,Africa,15.75,-0.560744943,0,Aw,"Tropical, savannah",34070,Small (<50k)
Mbarara,Uganda,Africa,30.375,-0.560744943,0,Aw,"Tropical, savannah",83700,Medium (50k-500k)
Masaka,Uganda,Africa,31.5,-0.560744943,0,Aw,"Tropical, savannah",65373,Medium (50k-500k)
Kisii,Kenya,Africa,34.875,-0.560744943,0,Af,"Tropical, rainforest",28547,Small (<50k)
Nakuru,Kenya,Africa,36,-0.560744943,0,Cfb,"Temperate, no dry season, warm summer",364727,Medium (50k-500k)
Nyeri,Kenya,Africa,37.125,-0.560744943,0,Aw,"Tropical, savannah",51084,Medium (50k-500k)
Mwingi,Kenya,Africa,38.25,-0.560744943,0,Aw,"Tropical, savannah",11219,Small (<50k)
Garissa,Kenya,Africa,39.375,-0.560744943,0,BSh,"Arid, steppe, hot",67861,Medium (50k-500k)
Padangpanjang,Indonesia,Asia,100.125,-0.560744943,0,Af,"Tropical, rainforest",44096,Small (<50k)
Samarinda,Indonesia,Asia,117,-0.560744943,0,Af,"Tropical, rainforest",592228,Large (500k-1M)
Chone,Ecuador,South America,-79.875,-0.560744943,0,Aw,"Tropical, savannah",44751,Small (<50k)
Sangolquí,Ecuador,South America,-78.75,-0.560744943,0,Csb,"Temperate, dry summer, warm summer",178582,Medium (50k-500k)
Nuevo Rocafuerte,Peru,South America,-75.375,-0.560744943,0,Af,"Tropical, rainforest",40,Small (<50k)
Barcelos,Brazil,South America,-63,-0.560744943,0,Af,"Tropical, rainforest",12584,Small (<50k)
Lambaréné,Gabon,Africa,10.125,-0.560744943,0,Am,"Tropical, monsoon",25310,Small (<50k)
Okandja,Gabon,Africa,13.5,-0.560744943,0,Aw,"Tropical, savannah",7155,Small (<50k)
Ewo,Republic of the Congo,Africa,14.625,-0.560744943,0,Aw,"Tropical, savannah",10650,Small (<50k)
Owando,Republic of the Congo,Africa,15.75,-0.560744943,0,Aw,"Tropical, savannah",34070,Small (<50k)
Mbarara,Uganda,Africa,30.375,-0.560744943,0,Aw,"Tropical, savannah",83700,Medium (50k-500k)
Masaka,Uganda,Africa,31.5,-0.560744943,0,Aw,"Tropical, savannah",65373,Medium (50k-500k)
Kisii,Kenya,Africa,34.875,-0.560744943,0,Af,"Tropical, rainforest",28547,Small (<50k)
Nakuru,Kenya,Africa,36,-0.560744943,0,Cfb,"Temperate, no dry season, warm summer",364727,Medium (50k-500k)
Nyeri,Kenya,Africa,37.125,-0.560744943,0,Aw,"Tropical, savannah",51084,Medium (50k-500k)
Mwingi,Kenya,Africa,38.25,-0.560744943,0,Aw,"Tropical, savannah",11219,Small (<50k)
Garissa,Kenya,Africa,39.375,-0.560744943,0,BSh,"Arid, steppe, hot",67861,Medium (50k-500k)
Padangpanjang,Indonesia,Asia,100.125,-0.560744943,0,Af,"Tropical, rainforest",44096,Small (<50k)
Samarinda,Indonesia,Asia,117,-0.560744943,0,Af,"Tropical, rainforest",592228,Large (500k-1M)
Chone,Ecuador,South America,-79.875,-0.560744943,0,Aw,"Tropical, savannah",44751,Small (<50k)
Sangolquí,Ecuador,South America,-78.75,-0.560744943,0,Csb,"Temperate, dry summer, warm summer",178582,Medium (50k-500k)
Nuevo Rocafuerte,Peru,South America,-75.375,-0.560744943,0,Af,"Tropical, rainforest",40,Small (<50k)
Barcelos,Brazil,South America,-63,-0.560744943,0,Af,"Tropical, rainforest",12584,Small (<50k)
Lambaréné,Gabon,Africa,10,-0.471204188,1.005933499,Am,"Tropical, monsoon",25310,Small (<50k)
Okandja,Gabon,Africa,13.75,-0.471204188,0.95625487,Aw,"Tropical, savannah",7155,Small (<50k)
Ewo,Republic of the Congo,Africa,15,-0.471204188,1.028170421,Aw,"Tropical, savannah",10650,Small (<50k)
Owando,Republic of the Congo,Africa,16.25,-0.471204188,0.993065465,Aw,"Tropical, savannah",34070,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.25,-0.471204188,1.234331672,Af,"Tropical, rainforest",1313,Small (<50k)
Buluko,Democratic Republic of the Congo,Africa,28.75,-0.471204188,1.36713118,Af,"Tropical, rainforest",1192,Small (<50k)
Katwe,Uganda,Africa,30,-0.471204188,1.428477393,Aw,"Tropical, savannah",1957,Small (<50k)
Kalangala,Uganda,Africa,32.5,-0.471204188,1.285662946,Af,"Tropical, rainforest",5200,Small (<50k)
Sotik,Kenya,Africa,35,-0.471204188,1.495796604,Af,"Tropical, rainforest",71285,Medium (50k-500k)
Nakuru,Kenya,Africa,36.25,-0.471204188,1.575935184,Aw,"Tropical, savannah",364727,Medium (50k-500k)
Embu,Kenya,Africa,37.5,-0.471204188,1.30823002,Aw,"Tropical, savannah",58620,Medium (50k-500k)
Garissa,Kenya,Africa,40,-0.471204188,1.595315305,BWh,"Arid, desert, hot",67861,Medium (50k-500k)
Chone,Ecuador,South America,-80,-0.471204188,1.116382594,Aw,"Tropical, savannah",44751,Small (<50k)
Sangolquí,Ecuador,South America,-78.75,-0.471204188,1.189596674,Am,"Tropical, monsoon",178582,Medium (50k-500k)
Gueppi,Peru,South America,-75,-0.471204188,0.848790034,Af,"Tropical, rainforest",10,Small (<50k)
Laranjal do Jari,Brazil,South America,-52.5,-0.471204188,0.703790251,Am,"Tropical, monsoon",45000,Small (<50k)
Bifoum,Gabon,Africa,10.3125,-0.46753089,0,Aw,"Tropical, savannah",134,Small (<50k)
Okandja,Gabon,Africa,14.0625,-0.46753089,0,Aw,"Tropical, savannah",7155,Small (<50k)
Owando,Republic of the Congo,Africa,15.9375,-0.46753089,0,Aw,"Tropical, savannah",34070,Small (<50k)
Boende,Democratic Republic of the Congo,Africa,20.625,-0.46753089,0,Af,"Tropical, rainforest",32091,Small (<50k)
Lubutu,Democratic Republic of the Congo,Africa,26.25,-0.46753089,0,Af,"Tropical, rainforest",1313,Small (<50k)
Katwe,Uganda,Africa,30,-0.46753089,0,Aw,"Tropical, savannah",1957,Small (<50k)
Mbarara,Uganda,Africa,30.9375,-0.46753089,0,Aw,"Tropical, savannah",83700,Medium (50k-500k)
Masaka,Uganda,Africa,31.875,-0.46753089,0,Am,"Tropical, monsoon",65373,Medium (50k-500k)
Kendu Bay,Kenya,Africa,34.6875,-0.46753089,0,Af,"Tropical, rainforest",91248,Medium (50k-500k)
Kericho,Kenya,Africa,35.625,-0.46753089,0,Cfb,"Temperate, no dry season, warm summer",98852,Medium (50k-500k)
Naivasha,Kenya,Africa,36.5625,-0.46753089,0,Cfb,"Temperate, no dry season, warm summer",43983,Small (<50k)
Embu,Kenya,Africa,37.5,-0.46753089,0,Aw,"Tropical, savannah",58620,Medium (50k-500k)
Garissa,Kenya,Africa,39.375,-0.46753089,0,BWh,"Arid, desert, hot",67861,Medium (50k-500k)
Kismaayo,Somalia,Africa,42.1875,-0.46753089,0,BSh,"Arid, steppe, hot",234852,Medium (50k-500k)
Padangpanjang,Indonesia,Asia,100.3125,-0.46753089,0,Af,"Tropical, rainforest",44096,Small (<50k)
Samarinda,Indonesia,Asia,117.1875,-0.46753089,0,Af,"Tropical, rainforest",592228,Large (500k-1M)
Sangolquí,Ecuador,South America,-78.75,-0.46753089,0,Am,"Tropical, monsoon",178582,Medium (50k-500k)
Gueppi,Peru,South America,-75,-0.46753089,0,Af,"Tropical, rainforest",10,Small (<50k)
Laranjal do Jari,Brazil,South America,-52.5,-0.46753089,0,Am,"Tropical, monsoon",45000,Small (<50k)
Libreville,Gabon,Africa,9.375,0,0,Am,"Tropical, monsoon",578156,Large (500k-1M)
Boende,Democratic Republic of the Congo,Africa,20.625,0,0,Af,"Tropical, rainforest",32091,Small (<50k)
Katwe,Uganda,Africa,30,0,1.089494874,Aw,"Tropical, savannah",1957,Small (<50k)
Masaka,Uganda,Africa,31.875,0,0,Aw,"Tropical, savannah",65373,Medium (50k-500k)
Entebbe,Uganda,Africa,32.5,0,0,Af,"Tropical, rainforest",175128,Medium (50k-500k)
Kisumu,Kenya,Africa,35,0,0,Af,"Tropical, rainforest",395615,Medium (50k-500k)
Eldama Ravine,Kenya,Africa,35.625,0,0,Cfb,"Temperate, no dry season, warm summer",17581,Small (<50k)
Meru,Kenya,Africa,37.5,0,1.30599645,Cfb,"Temperate, no dry season, warm summer",47226,Small (<50k)
Jamaame,Somalia,Africa,42.5,0,0,BSh,"Arid, steppe, hot",185270,Medium (50k-500k)
Bontang,Indonesia,Asia,117.5,0,0,Af,"Tropical, rainforest",101691,Medium (50k-500k)
Quito,Ecuador,South America,-78.75,0,0,Af,"Tropical, rainforest",1701000,Very Large (>1M)
Gueppi,Peru,South America,-75,0,1.232217728,Af,"Tropical, rainforest",10,Small (<50k)
São Gabriel da Cachoeira,Brazil,South America,-67.5,0,0.743077685,Af,"Tropical, rainforest",15231,Small (<50k)
Makokou,Gabon,Africa,13.125,0.46753089,0,Aw,"Tropical, savannah",17070,Small (<50k)
Yangambi,Democratic Republic of the Congo,Africa,24.375,0.46753089,0,Af,"Tropical, rainforest",35531,Small (<50k)
Kisangani,Democratic Republic of the Congo,Africa,25.3125,0.46753089,0,Af,"Tropical, rainforest",578470,Large (500k-1M)
Beni,Democratic Republic of the Congo,Africa,29.0625,0.46753089,0,Af,"Tropical, rainforest",332903,Medium (50k-500k)
Kasese,Uganda,Africa,30,0.46753089,0,Cfb,"Temperate, no dry season, warm summer",67269,Medium (50k-500k)
