city,country,continent,lon,lat,Change_Factor_DSI,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Xuanzhou,China,Asia,118.75,30.62827225,1.124906366,Cfa,"Temperate, no dry season, hot summer",866000,Large (500k-1M)
Huzhou,China,Asia,120,30.62827225,1.11916485,Cfa,"Temperate, no dry season, hot summer",1231000,Very Large (>1M)
Caborca,Mexico,North America,-112.5,30.62827225,0.889377278,BWh,"Arid, desert, hot",57357,Medium (50k-500k)
Magdalena,Mexico,North America,-111.25,30.62827225,1.112597339,BWh,"Arid, desert, hot",23359,Small (<50k)
Nacozari de García,Mexico,North America,-110,30.62827225,1.2333116,BSh,"Arid, steppe, hot",11872,Small (<50k)
Villa Ahumada,Mexico,North America,-106.25,30.62827225,1.015345381,BWh,"Arid, desert, hot",9326,Small (<50k)
Alpine,United States of America,North America,-103.75,30.62827225,0.936132469,BSh,"Arid, steppe, hot",6587,Small (<50k)
Bryan,United States of America,North America,-96.25,30.62827225,0.723503637,Cfa,"Temperate, no dry season, hot summer",146692,Medium (50k-500k)
Baton Rouge,United States of America,North America,-91.25,30.62827225,0.842874462,Cfa,"Temperate, no dry season, hot summer",422072,Medium (50k-500k)
Biloxi,United States of America,North America,-88.75,30.62827225,0.910568541,Cfa,"Temperate, no dry season, hot summer",50644,Medium (50k-500k)
Pensacola,United States of America,North America,-87.5,30.62827225,1.000090763,Cfa,"Temperate, no dry season, hot summer",234384,Medium (50k-500k)
Crestview,United States of America,North America,-86.25,30.62827225,1.06595203,Cfa,"Temperate, no dry season, hot summer",22403,Small (<50k)
